id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE006001;SKU005;Power Bank 20000 mAh;Аксессуары;16;38644.8;22708.8;2025-07-24 12:50:00+00
SALE006002;SKU006;Картридж HP 305;Расходники;62;91679.4;46332.6;2025-07-24 09:40:00+00
SALE006003;SKU007;Бумага А4 500 листов;Канцтовары;64;26880;16665.6;2025-07-24 17:00:00+00
SALE006004;SKU008;Ручки шариковые комплект;Канцтовары;22;5121.6;2059.2;2025-07-24 14:50:00+00
SALE006005;SKU010;Оперативная память 16GB DDR4;Комплектующие;21;74018.7;50141.7;2025-07-24 16:30:00+00
SALE006006;SKU011;Роутер TP-Link Archer;Сетевое оборудование;11;36190;22075.9;2025-07-24 09:30:00+00
SALE006007;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2025-07-24 10:20:00+00
SALE006008;SKU013;Наушники JBL;Электроника;21;62790;35162.4;2025-07-24 15:40:00+00
SALE006009;SKU014;Веб-камера Full HD;Электроника;15;32850;17739.0;2025-07-24 16:30:00+00
SALE006010;SKU015;Коврик для мыши XL;Аксессуары;42;30857.4;14931.0;2025-07-24 20:30:00+00
SALE006011;SKU001;Беспроводная мышь Logitech;Электроника;62;89608.6;53580.4;2025-07-25 19:30:00+00
SALE006012;SKU002;Клавиатура механическая Redragon;Электроника;22;87780;48279.0;2025-07-25 19:50:00+00
SALE006013;SKU003;Монитор 24 дюйма Samsung;Электроника;14;172767.0;130939.2;2025-07-25 15:50:00+00
SALE006014;SKU004;USB-C кабель 1м;Аксессуары;76;29640;12448.8;2025-07-25 19:20:00+00
SALE006015;SKU005;Power Bank 20000 mAh;Аксессуары;22;54780;31224.6;2025-07-25 14:50:00+00
SALE006016;SKU006;Картридж HP 305;Расходники;31;49290;23166.3;2025-07-25 12:40:00+00
SALE006017;SKU007;Бумага А4 500 листов;Канцтовары;54;21546.0;14061.6;2025-07-25 19:00:00+00
SALE006018;SKU008;Ручки шариковые комплект;Канцтовары;22;5280;2059.2;2025-07-25 14:50:00+00
SALE006019;SKU009;SSD 1TB Kingston;Комплектующие;16;98648.0;70611.2;2025-07-25 17:00:00+00
SALE006020;SKU010;Оперативная память 16GB DDR4;Комплектующие;15;56850;35815.5;2025-07-25 12:20:00+00
SALE006021;SKU011;Роутер TP-Link Archer;Сетевое оборудование;17;53133.5;34117.3;2025-07-25 16:30:00+00
SALE006022;SKU012;Коммутатор 8 портов;Сетевое оборудование;21;45990;27594.0;2025-07-25 13:30:00+00
SALE006023;SKU013;Наушники JBL;Электроника;16;46404.8;26790.4;2025-07-25 20:20:00+00
SALE006024;SKU014;Веб-камера Full HD;Электроника;12;26280;14191.2;2025-07-25 11:40:00+00
SALE006025;SKU015;Коврик для мыши XL;Аксессуары;30;23700;10665.0;2025-07-25 18:50:00+00
SALE006026;SKU001;Беспроводная мышь Logitech;Электроника;23;32556.5;19876.6;2025-07-26 13:20:00+00
SALE006027;SKU002;Клавиатура механическая Redragon;Электроника;6;23940;13167.0;2025-07-26 10:10:00+00
SALE006028;SKU003;Монитор 24 дюйма Samsung;Электроника;7;86383.5;65469.6;2025-07-26 16:30:00+00
SALE006029;SKU004;USB-C кабель 1м;Аксессуары;36;14040;5896.8;2025-07-26 13:30:00+00
SALE006030;SKU005;Power Bank 20000 mAh;Аксессуары;25;62250;35482.5;2025-07-26 15:40:00+00
SALE006031;SKU006;Картридж HP 305;Расходники;15;22180.5;11209.5;2025-07-26 11:50:00+00
SALE006032;SKU007;Бумага А4 500 листов;Канцтовары;39;16380;10155.6;2025-07-26 20:50:00+00
SALE006033;SKU008;Ручки шариковые комплект;Канцтовары;26;6052.8;2433.6;2025-07-26 13:40:00+00
SALE006034;SKU009;SSD 1TB Kingston;Комплектующие;9;58410;39718.8;2025-07-26 11:30:00+00
SALE006035;SKU010;Оперативная память 16GB DDR4;Комплектующие;12;43206.0;28652.4;2025-07-26 11:50:00+00
SALE006036;SKU011;Роутер TP-Link Archer;Сетевое оборудование;18;56259.0;36124.2;2025-07-26 17:00:00+00
SALE006037;SKU012;Коммутатор 8 портов;Сетевое оборудование;7;15330;9198.0;2025-07-26 16:30:00+00
SALE006038;SKU013;Наушники JBL;Электроника;17;50830;28464.8;2025-07-26 10:00:00+00
SALE006039;SKU014;Веб-камера Full HD;Электроника;10;21243.0;11826.0;2025-07-26 12:40:00+00
SALE006040;SKU015;Коврик для мыши XL;Аксессуары;22;17380;7821.0;2025-07-26 18:40:00+00
SALE006041;SKU001;Беспроводная мышь Logitech;Электроника;26;36028.2;22469.2;2025-07-27 09:50:00+00
SALE006042;SKU002;Клавиатура механическая Redragon;Электроника;10;38703.0;21945.0;2025-07-27 16:50:00+00
SALE006043;SKU003;Монитор 24 дюйма Samsung;Электроника;6;77940;56116.8;2025-07-27 18:00:00+00
SALE006044;SKU004;USB-C кабель 1м;Аксессуары;62;24180;10155.6;2025-07-27 09:40:00+00
SALE006045;SKU005;Power Bank 20000 mAh;Аксессуары;21;50721.3;29805.3;2025-07-27 13:00:00+00
SALE006046;SKU006;Картридж HP 305;Расходники;21;31052.7;15693.3;2025-07-27 13:00:00+00
SALE006047;SKU007;Бумага А4 500 листов;Канцтовары;24;9777.6;6249.6;2025-07-27 19:20:00+00
SALE006048;SKU008;Ручки шариковые комплект;Канцтовары;52;12480;4867.2;2025-07-27 12:40:00+00
SALE006049;SKU009;SSD 1TB Kingston;Комплектующие;15;97350;66198.0;2025-07-27 18:40:00+00
SALE006050;SKU010;Оперативная память 16GB DDR4;Комплектующие;11;41690;26264.7;2025-07-27 14:10:00+00
SALE006051;SKU011;Роутер TP-Link Archer;Сетевое оборудование;13;39776.1;26089.7;2025-07-27 11:50:00+00
SALE006052;SKU012;Коммутатор 8 портов;Сетевое оборудование;8;17520;10512.0;2025-07-27 09:30:00+00
SALE006053;SKU013;Наушники JBL;Электроника;16;47840;26790.4;2025-07-27 20:40:00+00
SALE006054;SKU014;Веб-камера Full HD;Электроника;3;6570;3547.8;2025-07-27 14:20:00+00
SALE006055;SKU015;Коврик для мыши XL;Аксессуары;24;17632.8;8532.0;2025-07-27 18:20:00+00
SALE006056;SKU001;Беспроводная мышь Logitech;Электроника;28;41720;24197.6;2025-07-28 13:40:00+00
SALE006057;SKU002;Клавиатура механическая Redragon;Электроника;16;59371.2;35112.0;2025-07-28 13:40:00+00
SALE006058;SKU004;USB-C кабель 1м;Аксессуары;55;21450;9009.0;2025-07-28 17:40:00+00
SALE006059;SKU005;Power Bank 20000 mAh;Аксессуары;14;33814.2;19870.2;2025-07-28 19:10:00+00
SALE006060;SKU006;Картридж HP 305;Расходники;34;52438.2;25408.2;2025-07-28 10:50:00+00
SALE006061;SKU007;Бумага А4 500 листов;Канцтовары;42;17640;10936.8;2025-07-28 20:50:00+00
SALE006062;SKU008;Ручки шариковые комплект;Канцтовары;24;5472.0;2246.4;2025-07-28 18:50:00+00
SALE006063;SKU009;SSD 1TB Kingston;Комплектующие;16;103840;70611.2;2025-07-28 11:30:00+00
SALE006064;SKU010;Оперативная память 16GB DDR4;Комплектующие;24;84592.8;57304.8;2025-07-28 20:00:00+00
SALE006065;SKU011;Роутер TP-Link Archer;Сетевое оборудование;8;25004.0;16055.2;2025-07-28 10:30:00+00
SALE006066;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;27046.5;17082.0;2025-07-28 13:40:00+00
SALE006067;SKU013;Наушники JBL;Электроника;24;71760;40185.6;2025-07-28 15:10:00+00
SALE006068;SKU014;Веб-камера Full HD;Электроника;11;24090;13008.6;2025-07-28 20:40:00+00
SALE006069;SKU015;Коврик для мыши XL;Аксессуары;36;28440;12798.0;2025-07-28 14:30:00+00
SALE006070;SKU001;Беспроводная мышь Logitech;Электроника;44;65560;38024.8;2025-07-29 12:50:00+00
SALE006071;SKU002;Клавиатура механическая Redragon;Электроника;28;111720;61446.0;2025-07-29 14:20:00+00
SALE006072;SKU003;Монитор 24 дюйма Samsung;Электроника;11;135745.5;102880.8;2025-07-29 20:00:00+00
SALE006073;SKU004;USB-C кабель 1м;Аксессуары;58;21036.6;9500.4;2025-07-29 11:20:00+00
SALE006074;SKU005;Power Bank 20000 mAh;Аксессуары;21;52290;29805.3;2025-07-29 14:00:00+00
SALE006075;SKU006;Картридж HP 305;Расходники;23;34010.1;17187.9;2025-07-29 13:30:00+00
SALE006076;SKU007;Бумага А4 500 листов;Канцтовары;62;26040;16144.8;2025-07-29 13:40:00+00
SALE006077;SKU008;Ручки шариковые комплект;Канцтовары;46;10267.2;4305.6;2025-07-29 17:10:00+00
SALE006078;SKU010;Оперативная память 16GB DDR4;Комплектующие;20;75800;47754.0;2025-07-29 20:50:00+00
SALE006079;SKU011;Роутер TP-Link Archer;Сетевое оборудование;16;52640;32110.4;2025-07-29 17:00:00+00
SALE006080;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2025-07-29 14:40:00+00
SALE006081;SKU013;Наушники JBL;Электроника;25;71012.5;41860.0;2025-07-29 19:10:00+00
SALE006082;SKU014;Веб-камера Full HD;Электроника;11;22885.5;13008.6;2025-07-29 15:40:00+00
