id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE008001;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;12220.2;7884.0;2025-12-08 16:10:00+00
SALE008002;SKU013;Наушники JBL;Электроника;31;86201.7;51906.4;2025-12-08 16:40:00+00
SALE008003;SKU014;Веб-камера Full HD;Электроника;17;37230;20104.2;2025-12-08 11:50:00+00
SALE008004;SKU015;Коврик для мыши XL;Аксессуары;32;24521.6;11376.0;2025-12-08 12:40:00+00
SALE008005;SKU001;Беспроводная мышь Logitech;Электроника;47;67929.1;40617.4;2025-12-09 12:40:00+00
SALE008006;SKU002;Клавиатура механическая Redragon;Электроника;20;77406.0;43890.0;2025-12-09 14:40:00+00
SALE008007;SKU004;USB-C кабель 1м;Аксессуары;73;28470;11957.4;2025-12-09 18:30:00+00
SALE008008;SKU005;Power Bank 20000 mAh;Аксессуары;20;47310.0;28386.0;2025-12-09 16:50:00+00
SALE008009;SKU006;Картридж HP 305;Расходники;26;41340;19429.8;2025-12-09 13:00:00+00
SALE008010;SKU007;Бумага А4 500 листов;Канцтовары;75;31500;19530.0;2025-12-09 15:10:00+00
SALE008011;SKU008;Ручки шариковые комплект;Канцтовары;40;9312.0;3744.0;2025-12-09 17:50:00+00
SALE008012;SKU009;SSD 1TB Kingston;Комплектующие;8;50362.4;35305.6;2025-12-09 12:00:00+00
SALE008013;SKU010;Оперативная память 16GB DDR4;Комплектующие;25;94750;59692.5;2025-12-09 11:00:00+00
SALE008014;SKU011;Роутер TP-Link Archer;Сетевое оборудование;14;44678.2;28096.6;2025-12-09 11:30:00+00
SALE008015;SKU012;Коммутатор 8 портов;Сетевое оборудование;16;33288.0;21024.0;2025-12-09 17:10:00+00
SALE008016;SKU013;Наушники JBL;Электроника;28;83720;46883.2;2025-12-09 15:20:00+00
SALE008017;SKU014;Веб-камера Full HD;Электроника;18;36660.6;21286.8;2025-12-09 19:30:00+00
SALE008018;SKU015;Коврик для мыши XL;Аксессуары;33;26070;11731.5;2025-12-09 09:00:00+00
SALE008019;SKU001;Беспроводная мышь Logitech;Электроника;32;47680;27654.4;2025-12-10 18:10:00+00
SALE008020;SKU002;Клавиатура механическая Redragon;Электроника;19;70503.3;41695.5;2025-12-10 19:40:00+00
SALE008021;SKU004;USB-C кабель 1м;Аксессуары;52;20280;8517.6;2025-12-10 11:00:00+00
SALE008022;SKU005;Power Bank 20000 mAh;Аксессуары;39;97110;55352.7;2025-12-10 16:00:00+00
SALE008023;SKU006;Картридж HP 305;Расходники;24;38160;17935.2;2025-12-10 19:50:00+00
SALE008024;SKU007;Бумага А4 500 листов;Канцтовары;81;32319.0;21092.4;2025-12-10 15:10:00+00
SALE008025;SKU008;Ручки шариковые комплект;Канцтовары;34;8160;3182.4;2025-12-10 15:20:00+00
SALE008026;SKU009;SSD 1TB Kingston;Комплектующие;20;120714.0;88264.0;2025-12-10 10:30:00+00
SALE008027;SKU010;Оперативная память 16GB DDR4;Комплектующие;24;88231.2;57304.8;2025-12-10 20:10:00+00
SALE008028;SKU011;Роутер TP-Link Archer;Сетевое оборудование;13;42770;26089.7;2025-12-10 11:00:00+00
SALE008029;SKU012;Коммутатор 8 портов;Сетевое оборудование;10;21900;13140.0;2025-12-10 13:40:00+00
SALE008030;SKU013;Наушники JBL;Электроника;24;66736.8;40185.6;2025-12-10 17:10:00+00
SALE008031;SKU014;Веб-камера Full HD;Электроника;26;56940;30747.6;2025-12-10 13:20:00+00
SALE008032;SKU015;Коврик для мыши XL;Аксессуары;27;21330;9598.5;2025-12-10 15:30:00+00
SALE008033;SKU001;Беспроводная мышь Logitech;Электроника;79;111824.5;68271.8;2025-12-11 11:40:00+00
SALE008034;SKU002;Клавиатура механическая Redragon;Электроника;36;136458.0;79002.0;2025-12-11 16:30:00+00
SALE008035;SKU003;Монитор 24 дюйма Samsung;Электроника;7;88202.1;65469.6;2025-12-11 19:00:00+00
SALE008036;SKU004;USB-C кабель 1м;Аксессуары;91;35490;14905.8;2025-12-11 18:10:00+00
SALE008037;SKU005;Power Bank 20000 mAh;Аксессуары;40;99600;56772.0;2025-12-11 19:40:00+00
SALE008038;SKU006;Картридж HP 305;Расходники;27;40783.5;20177.1;2025-12-11 12:00:00+00
SALE008039;SKU007;Бумага А4 500 листов;Канцтовары;42;17640;10936.8;2025-12-11 14:10:00+00
SALE008040;SKU008;Ручки шариковые комплект;Канцтовары;37;8613.6;3463.2;2025-12-11 15:20:00+00
SALE008041;SKU009;SSD 1TB Kingston;Комплектующие;25;162250;110330.0;2025-12-11 20:00:00+00
SALE008042;SKU010;Оперативная память 16GB DDR4;Комплектующие;23;81068.1;54917.1;2025-12-11 18:20:00+00
SALE008043;SKU011;Роутер TP-Link Archer;Сетевое оборудование;21;69090;42144.9;2025-12-11 18:10:00+00
SALE008044;SKU012;Коммутатор 8 портов;Сетевое оборудование;12;26280;15768.0;2025-12-11 09:50:00+00
SALE008045;SKU013;Наушники JBL;Электроника;34;94543.8;56929.6;2025-12-11 11:50:00+00
SALE008046;SKU014;Веб-камера Full HD;Электроника;22;48180;26017.2;2025-12-11 17:30:00+00
SALE008047;SKU015;Коврик для мыши XL;Аксессуары;41;32390;14575.5;2025-12-11 10:50:00+00
SALE008048;SKU001;Беспроводная мышь Logitech;Электроника;51;75990;44074.2;2025-12-12 14:00:00+00
SALE008049;SKU002;Клавиатура механическая Redragon;Электроника;24;92887.2;52668.0;2025-12-12 17:00:00+00
SALE008050;SKU003;Монитор 24 дюйма Samsung;Электроника;13;160426.5;121586.4;2025-12-12 20:20:00+00
SALE008051;SKU004;USB-C кабель 1м;Аксессуары;69;25026.3;11302.2;2025-12-12 14:30:00+00
SALE008052;SKU005;Power Bank 20000 mAh;Аксессуары;23;57270;32643.9;2025-12-12 18:10:00+00
SALE008053;SKU006;Картридж HP 305;Расходники;38;57399.0;28397.4;2025-12-12 09:50:00+00
SALE008054;SKU007;Бумага А4 500 листов;Канцтовары;38;14842.8;9895.2;2025-12-12 18:40:00+00
SALE008055;SKU008;Ручки шариковые комплект;Канцтовары;87;19418.4;8143.2;2025-12-12 16:10:00+00
SALE008056;SKU010;Оперативная память 16GB DDR4;Комплектующие;21;79590;50141.7;2025-12-12 15:50:00+00
SALE008057;SKU011;Роутер TP-Link Archer;Сетевое оборудование;17;55930;34117.3;2025-12-12 11:30:00+00
SALE008058;SKU012;Коммутатор 8 портов;Сетевое оборудование;10;21900;13140.0;2025-12-12 18:00:00+00
SALE008059;SKU013;Наушники JBL;Электроника;18;53820;30139.2;2025-12-12 10:20:00+00
