id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE002001;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;27537.3;18062.1;2024-10-22 14:30:00+00
SALE002002;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19118.7;11826.0;2024-10-22 19:20:00+00
SALE002003;SKU013;Наушники JBL;Электроника;21;62790;35162.4;2024-10-22 16:20:00+00
SALE002004;SKU014;Веб-камера Full HD;Электроника;9;19710;10643.4;2024-10-22 20:10:00+00
SALE002005;SKU015;Коврик для мыши XL;Аксессуары;19;15010;6754.5;2024-10-22 14:00:00+00
SALE002006;SKU001;Беспроводная мышь Logitech;Электроника;13;18014.1;11234.6;2024-10-23 17:20:00+00
SALE002007;SKU002;Клавиатура механическая Redragon;Электроника;16;61924.8;35112.0;2024-10-23 20:00:00+00
SALE002008;SKU003;Монитор 24 дюйма Samsung;Электроника;6;75601.8;56116.8;2024-10-23 09:20:00+00
SALE002009;SKU004;USB-C кабель 1м;Аксессуары;45;17023.5;7371.0;2024-10-23 16:40:00+00
SALE002010;SKU005;Power Bank 20000 mAh;Аксессуары;24;59760;34063.2;2024-10-23 16:20:00+00
SALE002011;SKU006;Картридж HP 305;Расходники;22;34980;16440.6;2024-10-23 15:20:00+00
SALE002012;SKU007;Бумага А4 500 листов;Канцтовары;108;43999.2;28123.2;2024-10-23 09:40:00+00
SALE002013;SKU008;Ручки шариковые комплект;Канцтовары;63;14364.0;5896.8;2024-10-23 12:40:00+00
SALE002014;SKU009;SSD 1TB Kingston;Комплектующие;11;69248.3;48545.2;2024-10-23 17:50:00+00
SALE002015;SKU010;Оперативная память 16GB DDR4;Комплектующие;12;42296.4;28652.4;2024-10-23 12:30:00+00
SALE002016;SKU011;Роутер TP-Link Archer;Сетевое оборудование;14;42835.8;28096.6;2024-10-23 13:30:00+00
SALE002017;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;13140;7884.0;2024-10-23 13:40:00+00
SALE002018;SKU013;Наушники JBL;Электроника;25;74750;41860.0;2024-10-23 10:00:00+00
SALE002019;SKU014;Веб-камера Full HD;Электроника;20;43800;23652.0;2024-10-23 10:40:00+00
SALE002020;SKU015;Коврик для мыши XL;Аксессуары;52;41080;18486.0;2024-10-23 16:50:00+00
SALE002021;SKU001;Беспроводная мышь Logitech;Электроника;42;62580;36296.4;2024-10-24 17:20:00+00
SALE002022;SKU002;Клавиатура механическая Redragon;Электроника;15;55660.5;32917.5;2024-10-24 17:10:00+00
SALE002023;SKU004;USB-C кабель 1м;Аксессуары;38;14079.0;6224.4;2024-10-24 19:30:00+00
