id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE010001;SKU005;Power Bank 20000 mAh;Аксессуары;15;36229.5;21289.5;2026-04-25 19:30:00+00
SALE010002;SKU006;Картридж HP 305;Расходники;31;49290;23166.3;2026-04-25 09:50:00+00
SALE010003;SKU007;Бумага А4 500 листов;Канцтовары;66;27720;17186.4;2026-04-25 19:10:00+00
SALE010004;SKU008;Ручки шариковые комплект;Канцтовары;35;7980.0;3276.0;2026-04-25 13:10:00+00
SALE010005;SKU009;SSD 1TB Kingston;Комплектующие;18;108642.6;79437.6;2026-04-25 14:10:00+00
SALE010006;SKU010;Оперативная память 16GB DDR4;Комплектующие;12;45480;28652.4;2026-04-25 20:30:00+00
SALE010007;SKU011;Роутер TP-Link Archer;Сетевое оборудование;13;40631.5;26089.7;2026-04-25 15:00:00+00
SALE010008;SKU012;Коммутатор 8 портов;Сетевое оборудование;12;26280;15768.0;2026-04-25 11:00:00+00
SALE010009;SKU013;Наушники JBL;Электроника;7;19464.9;11720.8;2026-04-25 09:10:00+00
SALE010010;SKU014;Веб-камера Full HD;Электроника;9;19118.7;10643.4;2026-04-25 14:20:00+00
SALE010011;SKU015;Коврик для мыши XL;Аксессуары;15;11850;5332.5;2026-04-25 10:20:00+00
SALE010012;SKU001;Беспроводная мышь Logitech;Электроника;23;34270;19876.6;2026-04-26 18:20:00+00
SALE010013;SKU002;Клавиатура механическая Redragon;Электроника;12;47880;26334.0;2026-04-26 13:00:00+00
SALE010014;SKU003;Монитор 24 дюйма Samsung;Электроника;5;64950;46764.0;2026-04-26 12:40:00+00
SALE010015;SKU004;USB-C кабель 1м;Аксессуары;25;9457.5;4095.0;2026-04-26 14:40:00+00
SALE010016;SKU005;Power Bank 20000 mAh;Аксессуары;17;42330;24128.1;2026-04-26 13:50:00+00
SALE010017;SKU006;Картридж HP 305;Расходники;85;135150;63520.5;2026-04-26 17:30:00+00
SALE010018;SKU007;Бумага А4 500 листов;Канцтовары;123;51660;32029.2;2026-04-26 20:40:00+00
SALE010019;SKU008;Ручки шариковые комплект;Канцтовары;31;7216.8;2901.6;2026-04-26 13:50:00+00
SALE010020;SKU010;Оперативная память 16GB DDR4;Комплектующие;11;39605.5;26264.7;2026-04-26 14:00:00+00
SALE010021;SKU011;Роутер TP-Link Archer;Сетевое оборудование;11;36190;22075.9;2026-04-26 10:00:00+00
SALE010022;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;12220.2;7884.0;2026-04-26 09:00:00+00
SALE010023;SKU013;Наушники JBL;Электроника;27;76693.5;45208.8;2026-04-26 13:40:00+00
SALE010024;SKU014;Веб-камера Full HD;Электроника;22;48180;26017.2;2026-04-26 15:50:00+00
