id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE003001;SKU014;Веб-камера Full HD;Электроника;11;24090;13008.6;2024-12-29 16:50:00+00
SALE003002;SKU015;Коврик для мыши XL;Аксессуары;34;26860;12087.0;2024-12-29 16:30:00+00
SALE003003;SKU001;Беспроводная мышь Logitech;Электроника;50;74500;43210.0;2024-12-30 15:00:00+00
SALE003004;SKU002;Клавиатура механическая Redragon;Электроника;38;151620;83391.0;2024-12-30 11:50:00+00
SALE003005;SKU003;Монитор 24 дюйма Samsung;Электроника;10;126003.0;93528.0;2024-12-30 12:10:00+00
SALE003006;SKU004;USB-C кабель 1м;Аксессуары;66;25740;10810.8;2024-12-30 13:20:00+00
SALE003007;SKU005;Power Bank 20000 mAh;Аксессуары;33;82170;46836.9;2024-12-30 16:50:00+00
SALE003008;SKU006;Картридж HP 305;Расходники;28;44520;20924.4;2024-12-30 14:00:00+00
SALE003009;SKU007;Бумага А4 500 листов;Канцтовары;63;25666.2;16405.2;2024-12-30 19:00:00+00
SALE003010;SKU008;Ручки шариковые комплект;Канцтовары;28;6518.4;2620.8;2024-12-30 12:20:00+00
SALE003011;SKU009;SSD 1TB Kingston;Комплектующие;35;227150;154462.0;2024-12-30 16:20:00+00
SALE003012;SKU010;Оперативная память 16GB DDR4;Комплектующие;8;30320;19101.6;2024-12-30 12:40:00+00
SALE003013;SKU011;Роутер TP-Link Archer;Сетевое оборудование;10;32900;20069.0;2024-12-30 09:50:00+00
SALE003014;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2024-12-30 18:50:00+00
SALE003015;SKU013;Наушники JBL;Электроника;26;75407.8;43534.4;2024-12-30 15:10:00+00
SALE003016;SKU014;Веб-камера Full HD;Электроника;24;49932.0;28382.4;2024-12-30 14:40:00+00
SALE003017;SKU015;Коврик для мыши XL;Аксессуары;44;32326.8;15642.0;2024-12-30 16:40:00+00
SALE003018;SKU001;Беспроводная мышь Logitech;Электроника;41;58035.5;35432.2;2024-12-31 20:20:00+00
SALE003019;SKU002;Клавиатура механическая Redragon;Электроника;25;99750;54862.5;2024-12-31 20:30:00+00
SALE003020;SKU003;Монитор 24 дюйма Samsung;Электроника;4;51960;37411.2;2024-12-31 15:30:00+00
SALE003021;SKU004;USB-C кабель 1м;Аксессуары;67;24300.9;10974.6;2024-12-31 20:00:00+00
SALE003022;SKU005;Power Bank 20000 mAh;Аксессуары;28;64839.6;39740.4;2024-12-31 20:50:00+00
SALE003023;SKU006;Картридж HP 305;Расходники;39;62010;29144.7;2024-12-31 15:30:00+00
SALE003024;SKU007;Бумага А4 500 листов;Канцтовары;46;19320;11978.4;2024-12-31 17:00:00+00
SALE003025;SKU008;Ручки шариковые комплект;Канцтовары;24;5356.8;2246.4;2024-12-31 15:00:00+00
SALE003026;SKU009;SSD 1TB Kingston;Комплектующие;12;77880;52958.4;2024-12-31 09:20:00+00
SALE003027;SKU010;Оперативная память 16GB DDR4;Комплектующие;19;69849.7;45366.3;2024-12-31 20:50:00+00
SALE003028;SKU011;Роутер TP-Link Archer;Сетевое оборудование;19;58134.3;38131.1;2024-12-31 12:00:00+00
SALE003029;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;28470;17082.0;2024-12-31 20:10:00+00
SALE003030;SKU013;Наушники JBL;Электроника;27;78308.1;45208.8;2024-12-31 15:10:00+00
SALE003031;SKU014;Веб-камера Full HD;Электроника;19;41610;22469.4;2024-12-31 14:10:00+00
SALE003032;SKU015;Коврик для мыши XL;Аксессуары;22;17380;7821.0;2024-12-31 14:30:00+00
SALE003033;SKU001;Беспроводная мышь Logitech;Электроника;27;39023.1;23333.4;2025-01-01 15:10:00+00
SALE003034;SKU002;Клавиатура механическая Redragon;Электроника;14;51949.8;30723.0;2025-01-01 17:50:00+00
SALE003035;SKU004;USB-C кабель 1м;Аксессуары;34;13260;5569.2;2025-01-01 09:50:00+00
SALE003036;SKU005;Power Bank 20000 mAh;Аксессуары;14;34860;19870.2;2025-01-01 20:10:00+00
SALE003037;SKU006;Картридж HP 305;Расходники;25;39750;18682.5;2025-01-01 10:40:00+00
SALE003038;SKU007;Бумага А4 500 листов;Канцтовары;57;23940;14842.8;2025-01-01 18:50:00+00
SALE003039;SKU008;Ручки шариковые комплект;Канцтовары;22;5121.6;2059.2;2025-01-01 13:50:00+00
SALE003040;SKU009;SSD 1TB Kingston;Комплектующие;8;51920;35305.6;2025-01-01 09:20:00+00
SALE003041;SKU010;Оперативная память 16GB DDR4;Комплектующие;8;30320;19101.6;2025-01-01 17:00:00+00
SALE003042;SKU011;Роутер TP-Link Archer;Сетевое оборудование;8;26320;16055.2;2025-01-01 19:20:00+00
SALE003043;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19118.7;11826.0;2025-01-01 11:10:00+00
SALE003044;SKU013;Наушники JBL;Электроника;17;49305.1;28464.8;2025-01-01 18:30:00+00
SALE003045;SKU014;Веб-камера Full HD;Электроника;9;19710;10643.4;2025-01-01 13:40:00+00
SALE003046;SKU015;Коврик для мыши XL;Аксессуары;22;16163.4;7821.0;2025-01-01 11:30:00+00
SALE003047;SKU001;Беспроводная мышь Logitech;Электроника;21;31290;18148.2;2025-01-02 17:20:00+00
SALE003048;SKU002;Клавиатура механическая Redragon;Электроника;15;59850;32917.5;2025-01-02 10:30:00+00
SALE003049;SKU003;Монитор 24 дюйма Samsung;Электроника;4;51960;37411.2;2025-01-02 14:40:00+00
SALE003050;SKU004;USB-C кабель 1м;Аксессуары;35;13650;5733.0;2025-01-02 13:00:00+00
SALE003051;SKU005;Power Bank 20000 mAh;Аксессуары;12;28983.6;17031.6;2025-01-02 13:50:00+00
SALE003052;SKU006;Картридж HP 305;Расходники;30;47700;22419.0;2025-01-02 20:30:00+00
SALE003053;SKU007;Бумага А4 500 листов;Канцтовары;39;15233.4;10155.6;2025-01-02 17:50:00+00
SALE003054;SKU008;Ручки шариковые комплект;Канцтовары;32;7680;2995.2;2025-01-02 20:30:00+00
SALE003055;SKU010;Оперативная память 16GB DDR4;Комплектующие;12;45480;28652.4;2025-01-02 14:50:00+00
SALE003056;SKU011;Роутер TP-Link Archer;Сетевое оборудование;10;30597.0;20069.0;2025-01-02 20:30:00+00
SALE003057;SKU012;Коммутатор 8 портов;Сетевое оборудование;7;15330;9198.0;2025-01-02 11:00:00+00
SALE003058;SKU013;Наушники JBL;Электроника;13;38870;21767.2;2025-01-02 11:50:00+00
SALE003059;SKU014;Веб-камера Full HD;Электроника;11;23367.3;13008.6;2025-01-02 13:20:00+00
SALE003060;SKU015;Коврик для мыши XL;Аксессуары;24;18391.2;8532.0;2025-01-02 16:30:00+00
SALE003061;SKU001;Беспроводная мышь Logitech;Электроника;30;44700;25926.0;2025-01-03 18:50:00+00
SALE003062;SKU002;Клавиатура механическая Redragon;Электроника;10;37107.0;21945.0;2025-01-03 11:00:00+00
SALE003063;SKU004;USB-C кабель 1м;Аксессуары;43;16770;7043.4;2025-01-03 12:20:00+00
SALE003064;SKU005;Power Bank 20000 mAh;Аксессуары;19;47310;26966.7;2025-01-03 18:00:00+00
SALE003065;SKU006;Картридж HP 305;Расходники;38;60420;28397.4;2025-01-03 20:20:00+00
SALE003066;SKU007;Бумага А4 500 листов;Канцтовары;34;13851.6;8853.6;2025-01-03 14:30:00+00
SALE003067;SKU008;Ручки шариковые комплект;Канцтовары;33;7920;3088.8;2025-01-03 09:50:00+00
