id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE005001;SKU005;Power Bank 20000 mAh;Аксессуары;21;49675.5;29805.3;2025-05-16 20:40:00+00
SALE005002;SKU006;Картридж HP 305;Расходники;34;50275.8;25408.2;2025-05-16 16:50:00+00
SALE005003;SKU007;Бумага А4 500 листов;Канцтовары;67;28140;17446.8;2025-05-16 20:40:00+00
SALE005004;SKU008;Ручки шариковые комплект;Канцтовары;44;10560;4118.4;2025-05-16 12:20:00+00
SALE005005;SKU009;SSD 1TB Kingston;Комплектующие;13;84370;57371.6;2025-05-16 17:10:00+00
SALE005006;SKU010;Оперативная память 16GB DDR4;Комплектующие;14;49345.8;33427.8;2025-05-16 12:50:00+00
SALE005007;SKU011;Роутер TP-Link Archer;Сетевое оборудование;20;63826.0;40138.0;2025-05-16 12:40:00+00
SALE005008;SKU012;Коммутатор 8 портов;Сетевое оборудование;11;24090;14454.0;2025-05-16 10:00:00+00
SALE005009;SKU013;Наушники JBL;Электроника;18;52205.4;30139.2;2025-05-16 16:00:00+00
SALE005010;SKU014;Веб-камера Full HD;Электроника;23;47851.5;27199.8;2025-05-16 11:00:00+00
SALE005011;SKU015;Коврик для мыши XL;Аксессуары;42;33180;14931.0;2025-05-16 12:50:00+00
SALE005012;SKU001;Беспроводная мышь Logitech;Электроника;69;97669.5;59629.8;2025-05-17 16:00:00+00
SALE005013;SKU002;Клавиатура механическая Redragon;Электроника;11;43890;24139.5;2025-05-17 15:20:00+00
SALE005014;SKU003;Монитор 24 дюйма Samsung;Электроника;2;25980;18705.6;2025-05-17 18:30:00+00
SALE005015;SKU004;USB-C кабель 1м;Аксессуары;35;13650;5733.0;2025-05-17 16:20:00+00
SALE005016;SKU005;Power Bank 20000 mAh;Аксессуары;15;37350;21289.5;2025-05-17 19:40:00+00
SALE005017;SKU006;Картридж HP 305;Расходники;39;58909.5;29144.7;2025-05-17 18:00:00+00
SALE005018;SKU007;Бумага А4 500 листов;Канцтовары;50;21000;13020.0;2025-05-17 10:00:00+00
SALE005019;SKU008;Ручки шариковые комплект;Канцтовары;26;6240;2433.6;2025-05-17 10:20:00+00
SALE005020;SKU009;SSD 1TB Kingston;Комплектующие;7;42249.9;30892.4;2025-05-17 14:00:00+00
SALE005021;SKU010;Оперативная память 16GB DDR4;Комплектующие;7;25203.5;16713.9;2025-05-17 12:40:00+00
SALE005022;SKU011;Роутер TP-Link Archer;Сетевое оборудование;11;33656.7;22075.9;2025-05-17 09:10:00+00
SALE005023;SKU012;Коммутатор 8 портов;Сетевое оборудование;12;26280;15768.0;2025-05-17 20:50:00+00
SALE005024;SKU013;Наушники JBL;Электроника;18;53820;30139.2;2025-05-17 17:40:00+00
SALE005025;SKU014;Веб-камера Full HD;Электроника;6;13140;7095.6;2025-05-17 16:00:00+00
SALE005026;SKU015;Коврик для мыши XL;Аксессуары;19;15010;6754.5;2025-05-17 20:30:00+00
SALE005027;SKU001;Беспроводная мышь Logitech;Электроника;32;47680;27654.4;2025-05-18 13:50:00+00
SALE005028;SKU002;Клавиатура механическая Redragon;Электроника;13;48239.1;28528.5;2025-05-18 19:30:00+00
SALE005029;SKU003;Монитор 24 дюйма Samsung;Электроника;6;72484.2;56116.8;2025-05-18 13:30:00+00
SALE005030;SKU004;USB-C кабель 1м;Аксессуары;40;15600;6552.0;2025-05-18 19:30:00+00
SALE005031;SKU005;Power Bank 20000 mAh;Аксессуары;13;32370;18450.9;2025-05-18 18:10:00+00
SALE005032;SKU006;Картридж HP 305;Расходники;9;14310;6725.7;2025-05-18 20:10:00+00
SALE005033;SKU007;Бумага А4 500 листов;Канцтовары;56;21873.6;14582.4;2025-05-18 10:40:00+00
SALE005034;SKU008;Ручки шариковые комплект;Канцтовары;23;5244.0;2152.8;2025-05-18 18:10:00+00
SALE005035;SKU010;Оперативная память 16GB DDR4;Комплектующие;11;41690;26264.7;2025-05-18 18:00:00+00
SALE005036;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;28129.5;18062.1;2025-05-18 15:20:00+00
SALE005037;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;13140;7884.0;2025-05-18 10:10:00+00
SALE005038;SKU013;Наушники JBL;Электроника;6;17043.0;10046.4;2025-05-18 15:10:00+00
SALE005039;SKU014;Веб-камера Full HD;Электроника;7;15330;8278.2;2025-05-18 13:30:00+00
SALE005040;SKU015;Коврик для мыши XL;Аксессуары;21;15760.5;7465.5;2025-05-18 11:10:00+00
SALE005041;SKU001;Беспроводная мышь Logitech;Электроника;30;43359.0;25926.0;2025-05-19 16:50:00+00
SALE005042;SKU002;Клавиатура механическая Redragon;Электроника;12;47880;26334.0;2025-05-19 09:40:00+00
SALE005043;SKU003;Монитор 24 дюйма Samsung;Электроника;8;103920;74822.4;2025-05-19 12:10:00+00
SALE005044;SKU004;USB-C кабель 1м;Аксессуары;58;21489.0;9500.4;2025-05-19 13:50:00+00
SALE005045;SKU005;Power Bank 20000 mAh;Аксессуары;8;19920;11354.4;2025-05-19 19:50:00+00
SALE005046;SKU006;Картридж HP 305;Расходники;24;37015.2;17935.2;2025-05-19 11:10:00+00
SALE005047;SKU007;Бумага А4 500 листов;Канцтовары;74;29526.0;19269.6;2025-05-19 19:20:00+00
SALE005048;SKU008;Ручки шариковые комплект;Канцтовары;36;8380.8;3369.6;2025-05-19 11:10:00+00
SALE005049;SKU010;Оперативная память 16GB DDR4;Комплектующие;15;52870.5;35815.5;2025-05-19 19:00:00+00
SALE005050;SKU011;Роутер TP-Link Archer;Сетевое оборудование;19;62510;38131.1;2025-05-19 19:00:00+00
SALE005051;SKU012;Коммутатор 8 портов;Сетевое оборудование;7;15330;9198.0;2025-05-19 20:30:00+00
SALE005052;SKU013;Наушники JBL;Электроника;15;43504.5;25116.0;2025-05-19 19:30:00+00
SALE005053;SKU014;Веб-камера Full HD;Электроника;13;28470;15373.8;2025-05-19 10:30:00+00
SALE005054;SKU015;Коврик для мыши XL;Аксессуары;14;11060;4977.0;2025-05-19 11:10:00+00
SALE005055;SKU001;Беспроводная мышь Logitech;Электроника;41;61090;35432.2;2025-05-20 16:00:00+00
SALE005056;SKU002;Клавиатура механическая Redragon;Электроника;41;163590;89974.5;2025-05-20 18:40:00+00
SALE005057;SKU004;USB-C кабель 1м;Аксессуары;36;14040;5896.8;2025-05-20 19:10:00+00
SALE005058;SKU005;Power Bank 20000 mAh;Аксессуары;31;74874.3;43998.3;2025-05-20 18:20:00+00
SALE005059;SKU006;Картридж HP 305;Расходники;14;21147.0;10462.2;2025-05-20 20:10:00+00
