id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE009001;SKU015;Коврик для мыши XL;Аксессуары;21;16590;7465.5;2026-02-14 10:50:00+00
SALE009002;SKU001;Беспроводная мышь Logitech;Электроника;18;25479.0;15555.6;2026-02-15 09:50:00+00
SALE009003;SKU002;Клавиатура механическая Redragon;Электроника;14;55860;30723.0;2026-02-15 11:40:00+00
SALE009004;SKU003;Монитор 24 дюйма Samsung;Электроника;8;100802.4;74822.4;2026-02-15 12:50:00+00
SALE009005;SKU004;USB-C кабель 1м;Аксессуары;53;20670;8681.4;2026-02-15 14:20:00+00
SALE009006;SKU005;Power Bank 20000 mAh;Аксессуары;17;41060.1;24128.1;2026-02-15 13:20:00+00
SALE009007;SKU006;Картридж HP 305;Расходники;9;14310;6725.7;2026-02-15 17:00:00+00
SALE009008;SKU007;Бумага А4 500 листов;Канцтовары;53;22260;13801.2;2026-02-15 15:40:00+00
SALE009009;SKU008;Ручки шариковые комплект;Канцтовары;21;5040;1965.6;2026-02-15 15:50:00+00
SALE009010;SKU009;SSD 1TB Kingston;Комплектующие;13;84370;57371.6;2026-02-15 17:00:00+00
SALE009011;SKU010;Оперативная память 16GB DDR4;Комплектующие;9;33086.7;21489.3;2026-02-15 18:00:00+00
SALE009012;SKU011;Роутер TP-Link Archer;Сетевое оборудование;8;24477.6;16055.2;2026-02-15 11:30:00+00
SALE009013;SKU012;Коммутатор 8 портов;Сетевое оборудование;8;16293.6;10512.0;2026-02-15 09:30:00+00
SALE009014;SKU013;Наушники JBL;Электроника;13;38870;21767.2;2026-02-15 11:00:00+00
SALE009015;SKU014;Веб-камера Full HD;Электроника;6;13140;7095.6;2026-02-15 12:30:00+00
SALE009016;SKU015;Коврик для мыши XL;Аксессуары;9;6612.3;3199.5;2026-02-15 20:40:00+00
SALE009017;SKU001;Беспроводная мышь Logitech;Электроника;43;64070;37160.6;2026-02-16 12:00:00+00
SALE009018;SKU002;Клавиатура механическая Redragon;Электроника;9;33396.3;19750.5;2026-02-16 15:30:00+00
SALE009019;SKU003;Монитор 24 дюйма Samsung;Электроника;11;135745.5;102880.8;2026-02-16 10:30:00+00
SALE009020;SKU004;USB-C кабель 1м;Аксессуары;28;10920;4586.4;2026-02-16 10:30:00+00
